1,0,0,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,5
1,0,0,0,0,0,0,0,0,0,58
1,0,0,0,0,0,0,0,0,0,29
1,0,0,0,0,0,0,0,0,0,12
0,0,0,1,0,0,0,1,0,0,156
1,0,0,0,0,0,0,0,0,0,83
1,0,0,1,0,0,0,0,0,0,146
1,1,0,0,0,0,0,0,0,0,196
0,0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,11
1,1,0,1,0,0,0,1,0,0,237
0,0,0,0,0,0,0,0,0,1,328
1,0,0,1,0,0,0,0,0,0,842
0,0,0,0,0,1,0,0,1,0,581
0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,2041
1,1,0,1,1,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,47
0,0,0,0,0,0,0,0,0,0,3
1,0,1,1,0,1,0,0,1,0,767
1,1,1,1,0,0,0,0,0,0,174
1,1,0,1,0,0,0,0,0,0,2
0,1,1,1,0,0,0,0,0,0,108
1,0,0,1,0,1,0,0,1,0,54792
1,1,0,0,0,0,0,0,0,0,144
0,0,0,0,0,0,1,1,0,1,239
1,0,0,1,0,0,0,0,0,0,225
1,0,0,1,0,0,0,0,0,1,144
1,0,0,1,0,1,0,0,0,0,141
0,0,1,1,0,0,0,1,0,0,297
0,0,1,1,0,0,0,0,0,0,339
1,0,1,1,0,0,0,1,0,1,158
1,0,0,1,0,0,0,0,0,1,91
1,0,0,0,0,0,0,0,0,0,15
0,0,0,1,0,0,0,0,0,1,3
1,0,0,1,0,0,0,0,0,0,6129
1,1,1,1,0,0,1,0,0,0,153
0,0,0,1,1,1,1,0,0,1,28
1,0,1,1,0,0,0,0,0,1,152
1,1,0,1,0,0,0,0,0,0,237
1,0,0,1,0,0,0,0,0,0,811
1,0,1,1,0,0,0,0,0,0,188
1,1,1,0,1,0,1,0,0,0,148
1,1,1,1,0,0,0,0,0,0,2
0,0,1,1,0,0,0,1,0,0,93
1,0,0,1,0,0,0,1,0,0,209
0,0,0,0,0,0,0,0,0,0,232
1,0,0,1,0,0,0,0,0,0,373
1,0,0,0,0,0,0,0,0,0,187
1,0,0,0,0,0,0,0,0,0,20399
1,0,0,1,0,0,0,0,0,0,236
1,0,0,1,0,0,0,0,0,0,185
0,0,0,1,0,0,0,1,0,0,227
0,1,0,1,0,0,1,0,0,0,487
0,1,0,1,0,0,0,0,0,1,58
0,0,0,1,0,0,0,0,0,0,160
0,1,0,1,0,0,0,1,0,0,108
1,1,0,1,0,0,1,0,0,0,72
0,1,1,1,0,0,1,1,0,1,687
0,1,0,1,0,0,0,1,0,0,217
1,1,0,1,0,1,0,0,1,1,95
0,1,0,1,0,0,0,0,0,0,142
0,1,0,1,0,0,0,0,0,0,123
1,0,0,0,0,0,0,0,0,0,36
0,1,0,1,0,0,0,0,0,0,92
0,1,0,1,1,0,0,0,0,0,154
0,0,1,1,0,0,0,0,0,1,292
0,0,0,1,0,0,0,0,0,0,229
0,0,0,1,0,0,0,1,0,0,68
1,1,0,1,0,1,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,177
1,1,0,1,0,0,0,0,0,0,205
1,1,0,1,0,0,0,0,0,0,209
1,0,0,0,0,0,0,0,0,0,839
0,1,1,1,0,0,0,0,0,0,193
0,1,1,1,0,0,0,0,0,0,138
1,1,0,1,0,0,1,0,0,0,46
0,0,0,0,1,0,1,0,0,1,1
0,0,1,1,0,0,0,0,0,1,131
0,1,0,0,1,0,0,0,0,0,241
1,1,1,1,0,0,0,0,0,0,328
0,0,0,1,0,0,0,0,0,1,49
1,0,0,1,0,0,0,0,0,0,185
1,1,1,1,0,0,0,0,0,0,228
0,0,1,1,0,0,0,0,0,0,300
1,1,0,1,0,0,0,0,0,0,187
0,1,0,1,0,0,1,0,0,0,176
0,1,1,1,0,0,0,1,0,1,136
0,0,1,1,0,0,0,0,1,0,132
0,1,0,1,0,0,0,0,0,0,143
1,0,0,0,0,0,0,0,0,0,145
0,0,1,1,0,0,0,0,0,0,1
1,1,0,1,0,0,0,0,0,0,185
0,0,0,1,1,0,0,0,0,1,1
1,0,0,1,0,0,0,0,0,0,301
0,1,0,1,0,0,0,1,0,0,149
0,0,1,1,0,0,0,0,0,0,171
1,0,0,1,0,0,0,0,0,0,1
0,1,0,1,0,0,1,0,0,0,239
0,0,1,1,0,0,0,0,1,0,130
1,1,0,1,0,0,0,0,0,0,91
1,0,1,1,0,0,0,0,0,0,79
1,0,1,1,0,0,0,1,0,0,119
1,0,0,1,0,0,0,0,0,1,241
1,1,1,0,0,0,0,0,0,0,173
1,1,1,1,0,0,0,0,0,0,132
1,0,1,1,0,0,0,0,0,0,171
1,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0,0,123
1,0,1,1,0,0,0,0,0,0,161
0,0,0,1,0,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0,0,139
1,0,0,1,0,0,0,0,0,0,7
0,0,0,1,0,0,0,0,1,0,3
0,0,1,1,0,0,0,0,0,0,186
0,0,1,1,0,0,0,0,0,0,139
0,1,0,1,0,0,0,0,0,0,208
1,1,0,1,0,0,0,1,0,1,120
0,1,1,1,0,0,0,0,0,0,91
1,1,1,1,0,0,0,1,0,1,167
0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,1,0,0,240
0,0,1,1,0,0,0,0,0,0,131
0,1,1,1,0,0,0,0,0,0,71
